,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
1447,Graduation,Married,52852.0,0,1,93,714.0,8.0,99,11,0,47,4,10,7,5,8,0,0,67,12,1
1448,PhD,Together,70038.0,0,0,54,587.0,54.0,348,71,54,130,1,4,4,8,2,0,0,42,11,0
1449,2n Cycle,Together,69401.0,0,1,41,399.0,27.0,159,58,8,39,4,4,4,5,2,0,0,51,10,0
1450,Graduation,Together,46053.0,1,0,46,56.0,10.0,92,19,7,25,3,3,2,4,5,0,0,52,11,0
1451,Graduation,Married,77343.0,0,0,28,227.0,81.0,573,98,54,31,1,3,4,9,1,0,0,59,10,0
1452,Graduation,Single,73892.0,0,0,40,703.0,81.0,601,0,58,43,1,3,11,8,1,0,1,71,11,0
1453,PhD,Single,40304.0,1,0,82,37.0,0.0,17,0,0,3,1,2,0,3,7,0,0,57,11,0
1454,PhD,Together,32727.0,0,0,38,167.0,13.0,180,86,13,70,2,7,3,5,8,0,0,59,12,0
1455,Graduation,Together,68695.0,0,0,3,458.0,81.0,356,106,50,40,1,4,4,7,2,0,0,55,10,0
1456,Graduation,Divorced,43300.0,0,1,87,91.0,3.0,52,2,1,31,3,4,0,4,8,0,1,53,12,0
1457,Graduation,Together,26290.0,1,1,49,15.0,8.0,16,11,5,22,4,2,0,4,6,0,0,52,11,0
1458,Graduation,Single,93790.0,0,0,16,1225.0,68.0,731,89,114,45,0,6,7,12,2,0,1,54,10,3
1459,PhD,Married,38410.0,0,0,65,153.0,64.0,123,116,64,14,2,5,2,9,6,0,1,50,12,0
1460,Master,Widow,64866.0,0,1,9,508.0,5.0,21,7,5,10,4,7,3,7,5,0,0,74,10,1
1461,Graduation,Together,57957.0,0,1,24,290.0,59.0,177,77,5,29,7,4,6,8,3,1,0,65,11,0
1462,PhD,Together,46015.0,1,1,25,38.0,0.0,2,0,0,6,1,1,0,3,7,0,0,69,10,2
1463,Graduation,Together,16531.0,1,0,43,2.0,13.0,6,7,5,11,3,3,0,3,7,0,0,46,10,0
1464,Master,Married,28072.0,1,0,10,30.0,0.0,10,2,0,5,1,1,0,3,7,0,0,38,11,0
1465,Master,Divorced,49476.0,0,1,29,386.0,23.0,95,54,41,196,4,2,11,5,2,0,0,61,11,0
1466,Graduation,Married,50725.0,0,1,45,443.0,10.0,75,0,10,48,4,8,1,8,8,0,0,71,11,0
1467,Graduation,Together,83844.0,0,0,57,901.0,31.0,345,75,31,191,1,4,4,11,1,0,0,72,11,1
1468,PhD,Married,41145.0,1,1,20,9.0,0.0,3,0,0,1,1,0,0,3,3,0,0,74,10,0
1469,Graduation,Together,67419.0,0,1,29,846.0,81.0,352,91,56,42,4,9,4,8,5,0,0,54,11,0
1470,2n Cycle,Married,23162.0,1,1,82,8.0,3.0,9,19,4,22,3,1,1,3,6,0,0,54,11,0
1471,Graduation,Married,34380.0,1,0,68,72.0,7.0,58,13,1,24,4,4,1,3,8,0,0,47,11,0
1472,Graduation,Single,34704.0,0,1,65,29.0,0.0,5,0,1,5,1,1,0,3,5,0,0,58,11,0
1473,PhD,Married,94871.0,0,2,99,169.0,24.0,553,188,0,144,1,8,5,4,7,0,1,55,12,2
1474,Graduation,Married,65148.0,0,1,9,460.0,35.0,422,33,12,153,2,6,6,7,4,0,0,66,12,0
1475,Graduation,Together,39898.0,0,1,20,69.0,8.0,26,12,7,12,2,3,0,4,7,0,0,70,11,0
1476,Master,Single,64857.0,0,0,78,556.0,14.0,717,210,0,43,1,7,5,10,4,0,0,68,12,0
1477,PhD,Married,59892.0,0,1,26,73.0,0.0,13,0,1,0,1,2,1,3,3,0,0,54,11,0
1478,Master,Single,41020.0,0,0,68,112.0,1.0,54,7,7,36,1,3,2,4,3,0,0,37,11,0
1479,PhD,Married,57072.0,0,1,79,944.0,0.0,60,0,0,30,2,7,5,13,5,0,0,63,10,1
1480,Graduation,Single,60474.0,0,1,25,265.0,81.0,303,234,9,170,7,10,2,12,7,0,0,45,11,0
1481,Graduation,Together,62807.0,0,1,83,526.0,28.0,135,10,21,99,3,5,3,12,5,0,0,64,12,0
1482,2n Cycle,Together,19414.0,1,0,32,2.0,3.0,12,3,5,7,1,1,0,3,8,0,0,43,11,0
1483,Graduation,Married,19107.0,1,0,49,2.0,4.0,9,10,5,16,2,1,0,3,7,0,0,44,11,0
1484,2n Cycle,Together,75484.0,0,1,50,378.0,81.0,259,197,194,34,2,7,3,6,4,0,0,48,12,0
1485,Master,Single,70379.0,0,1,84,553.0,25.0,142,65,67,8,3,6,3,13,4,0,0,48,11,0
1486,Master,Together,79419.0,0,0,96,751.0,81.0,687,20,15,31,1,4,6,4,2,0,0,54,10,0
1487,PhD,Together,64014.0,2,1,56,406.0,0.0,30,0,0,8,7,8,2,5,7,0,0,78,10,1
1488,Graduation,Married,76998.0,0,1,85,1225.0,81.0,161,69,35,107,2,11,8,8,6,0,0,69,11,1
1489,Master,Together,49854.0,1,0,63,123.0,17.0,171,39,0,30,5,6,2,5,6,0,0,52,11,0
1490,PhD,Married,60585.0,1,1,17,267.0,42.0,309,55,42,21,10,7,4,9,5,0,1,53,11,0
1491,PhD,Divorced,42873.0,1,1,11,209.0,0.0,40,3,2,15,4,6,1,4,8,0,0,74,11,0
1492,Graduation,Together,87679.0,0,0,62,1225.0,81.0,815,97,148,33,1,7,11,10,4,0,1,36,11,3
1493,Graduation,Together,57867.0,1,0,48,344.0,35.0,178,15,23,17,7,7,2,9,6,0,0,46,11,0
1494,Graduation,Married,35765.0,1,0,86,22.0,3.0,30,0,5,15,2,2,0,4,6,0,0,34,11,0
1495,Graduation,Married,65492.0,0,0,73,247.0,81.0,295,210,85,47,2,4,7,13,2,0,0,65,10,0
1496,Graduation,Divorced,32952.0,1,0,36,38.0,0.0,12,3,1,1,1,2,0,3,7,0,0,47,11,0
1497,PhD,Together,53374.0,0,1,34,896.0,10.0,101,13,10,34,6,4,2,9,9,0,1,55,12,1
1498,Graduation,Together,71706.0,0,1,16,931.0,56.0,253,91,98,14,4,9,5,7,5,0,0,65,12,0
1499,Graduation,Married,68487.0,0,0,48,758.0,12.0,385,33,89,89,1,9,7,13,4,0,0,36,11,0
1500,Master,Together,53253.0,1,1,61,216.0,9.0,57,20,9,125,7,4,3,5,5,0,0,49,11,0
1501,2n Cycle,Divorced,31163.0,1,0,54,2.0,3.0,10,11,2,10,1,1,0,3,6,0,0,51,10,0
1502,Graduation,Married,42014.0,1,0,56,244.0,15.0,108,4,15,50,6,7,1,6,8,0,1,47,12,0
1503,Master,Married,54108.0,1,1,74,539.0,6.0,91,8,6,97,13,8,2,9,8,0,0,51,12,0
1504,PhD,Single,49667.0,0,0,35,1181.0,26.0,120,17,13,39,2,5,10,5,8,0,1,69,12,1
1505,Master,Married,63206.0,0,0,65,750.0,8.0,125,11,8,26,1,4,3,6,2,0,0,50,10,1
1506,Master,Married,57136.0,1,1,48,306.0,5.0,109,21,109,92,9,5,2,10,6,0,0,52,11,0
1507,2n Cycle,Together,46772.0,0,1,88,350.0,81.0,189,197,151,57,6,11,8,5,8,0,0,49,12,1
1508,PhD,Married,78931.0,0,0,19,331.0,81.0,170,58,152,35,1,2,8,13,1,0,0,53,11,0
1509,Graduation,Together,53977.0,0,1,21,620.0,16.0,165,0,24,82,5,5,5,12,5,0,0,66,11,0
1510,Graduation,Married,84219.0,0,0,27,434.0,81.0,400,45,137,45,1,3,4,10,1,0,0,36,10,0
1511,Master,Single,46098.0,1,1,86,57.0,0.0,27,0,0,36,4,3,2,2,8,0,0,49,12,0
1512,Graduation,Married,73538.0,0,1,92,811.0,76.0,428,99,137,107,3,10,4,9,7,0,0,59,12,0
1513,Graduation,Married,79529.0,0,0,1,423.0,42.0,706,73,197,197,1,4,8,9,2,0,0,38,10,0
1514,2n Cycle,Together,20981.0,0,0,14,2.0,12.0,10,6,13,30,1,3,1,2,8,0,1,47,11,0
1515,Graduation,Single,51766.0,1,0,74,60.0,51.0,87,6,20,51,2,4,2,4,5,0,0,44,10,0
1516,Graduation,Married,55759.0,0,1,84,675.0,0.0,85,10,7,77,5,10,3,8,8,0,0,62,12,0
1517,Graduation,Married,33039.0,1,0,4,30.0,8.0,12,8,8,12,1,2,0,4,5,0,0,46,11,0
1518,Master,Married,37787.0,1,0,50,40.0,1.0,40,4,3,18,1,3,0,3,8,0,0,52,11,0
1519,Graduation,Single,27242.0,1,0,2,3.0,17.0,26,20,1,39,2,2,0,3,9,0,1,54,12,0
1520,PhD,Single,87188.0,0,0,73,910.0,81.0,724,49,74,55,1,10,2,6,3,0,1,41,11,0
1521,Graduation,Together,69930.0,0,0,21,252.0,81.0,827,219,70,196,1,4,5,12,3,0,0,53,11,0
1522,Graduation,Single,37697.0,1,0,82,34.0,6.0,21,11,4,8,1,2,1,3,6,0,0,48,10,0
1523,PhD,Married,37401.0,1,0,14,19.0,3.0,19,3,1,3,2,2,0,3,7,0,0,51,10,0
1524,Graduation,Single,3502.0,1,0,56,2.0,1.0,1,0,0,1,0,0,0,0,14,0,0,51,11,0
1525,Graduation,Married,58597.0,1,1,20,490.0,0.0,184,10,28,21,12,7,4,9,7,0,0,48,12,0
1526,PhD,Widow,82032.0,0,0,54,332.0,81.0,377,149,125,57,0,4,6,7,1,0,0,76,10,0
1527,Graduation,Together,28087.0,1,1,77,53.0,8.0,17,13,0,21,3,2,2,2,7,0,0,66,12,0
1528,PhD,Single,74004.0,0,0,5,784.0,48.0,560,42,176,48,1,4,6,4,3,0,1,37,10,2
1529,Graduation,Together,19740.0,0,1,65,7.0,11.0,3,10,4,20,2,1,1,3,5,0,0,64,11,0
1530,2n Cycle,Married,57036.0,0,1,33,1171.0,43.0,219,19,14,47,4,6,3,13,9,0,0,49,12,1
1531,2n Cycle,Together,53083.0,1,1,65,215.0,7.0,33,3,0,13,6,5,1,5,7,0,0,66,11,1
1532,PhD,Married,69283.0,0,1,41,674.0,62.0,134,0,26,8,4,7,3,13,5,0,0,49,10,0
1533,Master,Single,46098.0,1,1,86,57.0,0.0,27,0,0,36,4,3,2,2,8,0,1,49,12,0
1534,2n Cycle,Married,23331.0,1,0,92,5.0,36.0,7,0,10,45,2,3,0,3,8,0,0,36,12,0
1535,2n Cycle,Single,23331.0,1,0,97,104.0,20.0,101,24,15,5,6,5,1,5,9,0,0,36,12,0
1536,Graduation,Single,9255.0,1,0,91,9.0,0.0,7,2,0,4,1,1,1,2,8,0,0,35,11,0
1537,PhD,Widow,67786.0,0,0,0,431.0,81.0,441,80,20,102,1,3,6,6,1,0,1,65,11,0
1538,PhD,Married,71969.0,0,1,59,1000.0,0.0,76,0,0,10,3,3,4,9,8,0,0,53,12,1
1539,Master,Single,59235.0,1,0,4,448.0,40.0,469,80,0,91,3,11,2,12,7,0,0,57,11,0
1540,Graduation,Together,31928.0,1,0,5,33.0,4.0,24,4,2,5,2,3,0,4,7,0,0,35,10,0
1541,Master,Together,74881.0,1,1,48,505.0,72.0,270,36,27,54,4,9,2,12,5,0,0,63,11,0
1542,Graduation,Married,65819.0,0,0,99,267.0,38.0,701,149,165,63,1,5,4,10,3,0,0,46,12,0
1543,PhD,Single,51411.0,1,2,81,14.0,0.0,3,0,0,1,1,0,0,3,5,0,0,71,11,0
1544,Graduation,Divorced,51983.0,0,1,95,631.0,0.0,115,10,7,30,3,9,2,10,7,0,0,60,12,0
1545,Master,Together,42386.0,1,0,43,65.0,4.0,16,0,4,11,1,3,0,3,8,0,0,38,11,0
1546,2n Cycle,Married,30390.0,0,0,5,10.0,12.0,12,25,1,20,1,2,0,3,6,0,0,37,11,0
1547,Graduation,Single,30983.0,0,0,50,51.0,4.0,50,12,1,49,1,4,0,3,8,0,1,61,12,0
1548,Graduation,Widow,66033.0,0,1,76,293.0,35.0,179,46,59,65,2,8,3,7,7,0,0,67,11,0
1549,2n Cycle,Married,37284.0,1,1,46,11.0,1.0,2,2,1,6,1,0,0,3,6,0,0,49,11,0
1550,Master,Divorced,57530.0,0,1,68,50.0,1.0,27,6,7,1,1,1,1,4,1,0,0,73,11,0
1551,2n Cycle,Married,76800.0,0,0,33,173.0,26.0,255,35,71,81,1,4,4,7,1,0,0,59,10,0
1552,Graduation,Married,63943.0,0,1,50,423.0,81.0,368,13,97,21,1,6,4,6,5,0,0,68,12,0
1553,Graduation,Together,76081.0,0,0,85,292.0,30.0,415,63,33,200,1,4,5,4,2,0,0,62,10,1
1554,Graduation,Married,67445.0,0,1,63,757.0,80.0,217,29,80,11,5,9,6,12,6,0,0,50,12,0
1555,Master,Married,37054.0,1,1,89,12.0,1.0,6,0,1,5,2,1,0,3,7,0,0,57,11,0
1556,Master,Together,47175.0,1,1,81,167.0,2.0,44,6,2,19,7,4,2,4,8,0,1,62,12,1
1557,Graduation,Divorced,31859.0,1,0,77,3.0,1.0,3,8,0,5,1,1,0,2,7,0,0,48,11,0
1558,Graduation,Divorced,27215.0,2,1,50,30.0,5.0,22,8,9,28,4,2,1,4,6,0,0,63,11,0
1559,PhD,Divorced,70179.0,0,1,10,532.0,81.0,168,69,44,133,3,7,3,13,5,0,0,48,11,0
1560,Graduation,Married,39922.0,1,0,30,29.0,12.0,59,19,1,36,2,3,0,4,8,0,0,41,11,0
1561,Master,Married,49681.0,0,2,66,411.0,0.0,26,0,0,21,6,7,1,7,7,0,0,48,11,0
1562,Graduation,Married,24645.0,1,0,16,5.0,3.0,4,4,1,0,1,1,0,2,8,0,0,36,12,0
1563,Graduation,Divorced,79865.0,0,1,12,71.0,81.0,278,185,121,38,1,5,10,5,1,0,0,70,10,0
1564,Graduation,Married,44322.0,1,0,30,46.0,0.0,40,3,0,3,2,3,0,3,8,0,0,39,10,0
1565,Graduation,Single,47958.0,0,1,8,268.0,11.0,88,15,3,22,2,6,3,5,5,0,0,72,11,0
1566,Master,Single,63972.0,0,1,93,928.0,63.0,254,0,12,12,4,5,4,10,4,0,0,60,12,1
1567,Graduation,Together,75315.0,0,1,14,459.0,15.0,171,142,23,31,2,5,4,12,2,0,0,70,10,0
1568,PhD,Married,55517.0,1,1,53,483.0,0.0,108,0,6,36,5,11,1,6,9,0,1,74,12,0
1569,PhD,Married,75283.0,1,2,26,733.0,9.0,180,12,19,66,11,6,3,5,4,0,0,67,11,0
1570,PhD,Single,82800.0,0,0,23,1006.0,22.0,115,59,68,45,1,7,6,12,3,0,1,78,12,2
1571,Graduation,Married,38998.0,1,1,92,34.0,1.0,14,0,0,5,3,2,0,3,8,1,0,70,12,0
1572,Master,Single,90638.0,0,0,29,1156.0,81.0,915,94,144,96,1,3,4,10,1,0,1,33,10,1
1573,Master,Married,27161.0,1,0,41,7.0,4.0,23,7,0,11,1,1,0,3,7,0,0,38,11,0
1574,Graduation,Married,42014.0,1,0,56,244.0,15.0,108,4,15,50,6,7,1,6,8,0,1,47,12,0
1575,PhD,Together,38201.0,0,1,19,233.0,0.0,23,0,0,12,4,5,1,5,8,0,0,64,11,0
1576,Graduation,Together,45203.0,2,0,4,35.0,3.0,67,10,8,24,1,3,1,3,6,0,1,42,10,0
1577,PhD,Together,81574.0,0,0,89,1225.0,0.0,465,46,35,0,1,4,5,8,1,0,0,77,10,2
1578,Graduation,Married,34935.0,0,0,71,34.0,4.0,66,3,10,20,1,2,1,4,7,0,0,32,11,0
1579,Master,Single,60482.0,0,1,81,255.0,43.0,134,37,14,24,1,7,2,7,7,0,0,48,11,0
1580,Graduation,Together,34633.0,2,1,31,8.0,1.0,5,0,0,1,1,1,0,2,6,0,0,68,10,0
1581,Master,Together,78093.0,0,0,53,368.0,32.0,639,13,43,10,1,4,7,5,1,0,0,77,11,0
1582,Graduation,Divorced,82460.0,0,0,78,255.0,47.0,573,52,32,15,1,5,3,6,1,0,0,74,11,0
1583,Master,Together,45903.0,0,1,80,33.0,8.0,10,2,10,3,2,2,1,3,4,0,0,58,10,0
1584,Graduation,Divorced,81361.0,0,0,18,163.0,23.0,424,27,65,76,1,3,10,13,1,0,1,37,10,0
1585,PhD,Divorced,35860.0,1,1,37,15.0,0.0,8,4,2,20,2,1,1,2,5,0,1,51,10,1
1586,Master,Together,40442.0,1,1,52,45.0,12.0,52,25,22,13,4,3,1,4,7,0,1,72,12,0
1587,Graduation,Married,61482.0,0,0,39,48.0,58.0,68,16,66,43,1,3,2,6,2,0,0,59,10,0
1588,Graduation,Married,34968.0,1,0,11,158.0,6.0,45,8,2,2,7,3,2,5,7,0,0,44,11,0
1589,Graduation,Married,75794.0,0,0,33,754.0,81.0,625,63,32,48,1,7,5,12,3,0,0,37,11,1
1590,PhD,Together,31497.0,0,1,22,108.0,1.0,28,13,1,4,2,3,1,4,8,0,0,62,12,0
1591,Graduation,Married,74268.0,0,0,83,199.0,66.0,315,97,174,41,1,4,3,5,2,0,0,69,11,0
1592,Basic,Together,13724.0,1,0,43,2.0,7.0,5,2,15,27,1,2,0,2,9,0,0,36,12,1
1593,Master,Together,45143.0,0,1,74,202.0,5.0,74,11,5,14,3,6,1,5,7,0,0,59,11,0
1594,PhD,Single,52569.0,0,1,54,85.0,0.0,3,0,0,7,1,2,0,4,3,0,0,57,10,0
1595,PhD,Single,48432.0,0,1,3,322.0,3.0,50,4,3,42,5,7,1,6,8,0,1,51,12,0
1596,Master,Together,17144.0,1,1,96,18.0,2.0,19,0,2,6,5,3,0,4,7,0,0,64,10,0
1597,Graduation,Single,36108.0,1,0,68,141.0,8.0,129,3,11,47,3,7,1,4,9,0,0,40,11,1
1598,Graduation,Married,76445.0,1,0,2,739.0,81.0,309,140,80,35,1,2,5,13,6,0,0,53,12,0
1599,PhD,Married,36663.0,1,0,40,18.0,0.0,6,3,3,5,1,1,1,3,2,0,0,49,10,0
1600,Master,Married,53843.0,0,1,64,378.0,0.0,88,19,4,73,4,8,5,3,7,0,0,59,11,0
1601,Master,Married,90226.0,0,0,26,1083.0,81.0,649,253,151,108,1,4,7,12,2,0,0,68,12,1
1602,Master,Divorced,70638.0,0,0,69,1016.0,12.0,215,16,12,63,1,4,5,10,3,0,0,69,11,1
1603,Graduation,Together,44512.0,1,1,57,23.0,1.0,6,0,0,2,2,1,0,3,4,0,0,64,11,0
1604,Graduation,Married,27116.0,1,1,78,12.0,1.0,21,2,2,3,2,2,0,3,7,0,0,63,10,0
1605,PhD,Married,54072.0,1,1,71,35.0,0.0,4,0,0,0,1,2,0,2,8,0,0,61,11,0
1606,Graduation,Married,71855.0,0,1,59,548.0,31.0,422,0,112,28,4,5,5,11,3,0,0,47,11,0
1607,2n Cycle,Single,51250.0,1,0,28,342.0,32.0,230,34,32,40,5,10,5,4,9,0,0,34,11,1
1608,Master,Married,60432.0,0,1,61,365.0,3.0,15,4,3,11,5,7,2,5,6,0,0,51,10,0
1609,PhD,Married,65526.0,0,1,22,397.0,19.0,69,12,0,9,1,4,4,8,2,0,0,60,10,0
1610,Graduation,Single,68655.0,0,0,95,456.0,19.0,832,75,118,38,1,4,5,11,3,0,0,36,12,0
1611,2n Cycle,Married,12393.0,0,0,38,5.0,6.0,15,11,7,13,1,2,0,3,9,0,0,46,12,0
1612,Graduation,Single,64509.0,0,0,19,836.0,81.0,575,24,25,77,1,6,3,9,4,0,1,34,11,1
1613,Graduation,Single,33955.0,1,0,92,100.0,2.0,128,23,7,10,4,5,1,5,8,0,0,49,11,0
1614,Graduation,Married,31353.0,1,1,24,10.0,0.0,10,3,1,7,2,1,1,2,8,0,1,47,11,0
1615,Graduation,Married,55434.0,1,0,21,238.0,81.0,215,169,69,76,3,5,3,13,4,0,0,40,11,0
1616,Graduation,Together,28359.0,1,0,35,6.0,0.0,5,2,1,2,1,1,0,2,7,0,0,41,11,0
1617,Graduation,Single,57100.0,1,0,9,158.0,11.0,99,15,11,17,2,3,2,7,3,0,0,37,10,0
1618,Graduation,Married,69139.0,0,1,23,86.0,12.0,75,33,15,6,1,4,1,5,4,0,0,59,10,0
1619,Master,Married,52973.0,0,1,92,856.0,0.0,76,12,9,199,7,9,6,9,8,0,0,68,12,0
1620,PhD,Together,51717.0,0,1,55,98.0,1.0,17,0,1,5,1,3,0,4,7,0,0,59,11,1
1621,Graduation,Married,18793.0,1,0,14,4.0,16.0,20,0,17,20,3,2,0,4,8,0,0,53,11,0
1622,2n Cycle,Together,66664.0,0,0,78,398.0,81.0,447,220,96,32,1,5,7,6,3,0,0,42,12,0
1623,Graduation,Single,50664.0,1,1,64,313.0,8.0,104,6,4,126,9,8,1,6,9,0,0,65,11,0
1624,Graduation,Together,54414.0,1,1,49,109.0,18.0,16,24,26,18,4,3,1,5,4,0,0,61,11,0
1625,PhD,Married,54549.0,0,1,8,216.0,2.0,6,0,0,9,2,5,1,4,7,0,0,72,10,0
1626,PhD,Widow,47111.0,0,1,35,595.0,71.0,153,120,112,41,6,3,2,10,9,0,0,53,12,0
1627,PhD,Divorced,41003.0,0,0,11,123.0,81.0,142,71,44,88,1,6,2,8,6,0,0,61,11,0
1628,Graduation,Together,19444.0,1,0,8,16.0,0.0,23,3,2,10,3,4,1,2,7,0,1,42,10,0
1629,2n Cycle,Together,36301.0,1,0,53,11.0,12.0,35,3,5,12,1,3,0,3,7,0,0,48,11,0
1630,PhD,Together,73059.0,0,1,36,410.0,81.0,420,0,82,71,1,9,3,13,4,0,0,77,11,0
1631,PhD,Together,42731.0,1,0,64,159.0,2.0,51,6,2,24,3,4,1,5,5,0,0,55,11,0
1632,PhD,Married,52854.0,1,1,43,105.0,0.0,10,0,1,0,2,2,1,4,5,0,0,65,10,0
1633,Graduation,Together,22775.0,1,0,40,5.0,1.0,8,0,0,1,1,1,0,2,8,0,0,46,11,0
1634,PhD,Together,46681.0,0,2,52,269.0,15.0,69,15,19,38,2,4,6,4,5,0,0,76,11,0
1635,PhD,Married,59821.0,0,1,11,629.0,0.0,70,0,0,35,6,11,2,7,8,0,0,69,11,0
1636,Graduation,Divorced,50002.0,0,1,21,443.0,5.0,71,21,16,82,2,8,2,7,7,0,0,70,11,0
1637,Graduation,Married,69755.0,0,0,23,217.0,77.0,373,111,23,93,1,3,6,12,1,0,0,79,11,0
1638,Graduation,Married,44078.0,1,1,17,24.0,1.0,10,2,0,4,2,2,0,3,5,0,0,55,10,0
1639,Master,Together,30560.0,1,0,6,9.0,1.0,5,4,5,7,1,1,0,3,7,0,0,48,11,0
1640,Master,Together,35924.0,1,1,56,8.0,0.0,14,2,3,7,1,1,0,3,5,0,0,55,10,0
1641,PhD,Divorced,64140.0,0,2,71,1225.0,0.0,61,0,15,215,5,2,5,6,5,0,1,60,11,3
1642,Graduation,Together,56386.0,1,1,51,230.0,48.0,214,13,32,75,8,9,1,7,9,0,0,43,12,0
1643,Basic,Together,24594.0,1,0,94,1.0,3.0,6,10,0,9,1,1,0,3,5,0,0,45,11,0
1644,2n Cycle,Together,75774.0,1,0,27,340.0,21.0,134,258,14,56,1,7,5,8,4,0,0,43,10,0
1645,Master,Divorced,39228.0,0,0,1,7.0,1.0,6,0,3,3,1,0,0,3,4,0,0,64,11,0
1646,Master,Married,58494.0,0,1,56,298.0,7.0,68,4,0,19,2,6,2,6,6,0,0,50,11,0
1647,Graduation,Single,58684.0,0,0,71,479.0,35.0,179,28,7,85,1,5,3,12,2,0,0,43,10,1
1648,Graduation,Divorced,57136.0,0,0,18,267.0,81.0,599,34,12,127,1,7,5,7,6,0,1,57,11,0
1649,PhD,Widow,56551.0,1,1,48,67.0,4.0,32,17,2,16,3,2,1,4,4,0,0,74,10,0
1650,Graduation,Married,22448.0,1,0,86,3.0,1.0,8,23,2,18,3,2,1,3,3,0,0,42,10,0
1651,Graduation,Single,82014.0,0,0,48,980.0,37.0,265,35,163,31,1,3,6,12,6,0,1,63,12,0
1652,Graduation,Widow,34213.0,1,1,2,50.0,4.0,28,6,3,26,3,3,1,2,9,0,1,61,12,0
1653,Graduation,Together,157146.0,0,0,13,1.0,0.0,1725,2,1,1,0,0,28,0,1,0,0,47,11,0
1654,PhD,Widow,25358.0,0,1,57,19.0,0.0,5,0,0,8,2,1,0,3,6,0,0,77,11,0
1655,Master,Single,35544.0,1,0,77,30.0,5.0,23,4,1,4,1,2,0,3,7,0,0,46,10,0
1656,Master,Together,36634.0,0,1,0,213.0,9.0,76,4,3,30,3,5,2,5,7,0,0,70,11,0
1657,PhD,Married,62670.0,0,1,57,539.0,30.0,92,80,46,38,1,5,3,13,3,0,0,70,10,0
1658,2n Cycle,Together,50334.0,0,1,24,284.0,16.0,160,84,16,134,6,7,4,6,6,0,0,52,11,0
1659,Graduation,Single,72066.0,0,0,55,1003.0,34.0,536,134,51,34,1,4,6,6,2,0,1,43,10,2
1660,PhD,Single,50729.0,1,1,62,239.0,13.0,143,45,4,52,9,6,2,7,6,0,0,66,11,0
1661,Graduation,Together,34916.0,2,0,89,51.0,23.0,82,33,0,42,4,5,1,3,9,0,0,56,11,0
1662,Graduation,Divorced,64892.0,0,1,77,527.0,24.0,230,32,24,65,2,6,4,12,4,0,0,48,10,0
1663,Graduation,Single,43602.0,1,1,45,19.0,5.0,12,10,3,19,3,3,1,2,6,0,0,58,10,0
1664,PhD,Single,33996.0,0,0,46,40.0,2.0,15,8,0,6,1,1,1,3,4,0,0,35,11,0
1665,2n Cycle,Single,41473.0,1,0,80,21.0,8.0,20,15,3,9,1,2,0,3,7,0,0,39,11,0
1666,PhD,Married,63246.0,0,2,60,593.0,30.0,91,29,22,7,1,6,3,12,4,0,0,57,11,0
1667,PhD,Married,36732.0,1,1,71,21.0,5.0,3,10,1,7,3,1,1,4,2,0,0,65,11,0
1668,PhD,Married,69084.0,1,0,43,1181.0,81.0,199,39,30,30,2,7,3,13,8,0,0,54,11,0
1669,PhD,Married,77766.0,0,1,97,1004.0,59.0,265,115,59,27,2,11,10,11,6,0,1,57,11,1
1670,PhD,Single,37929.0,0,0,49,202.0,2.0,46,3,2,10,2,4,2,5,7,0,1,39,11,2
1671,Graduation,Together,86610.0,0,0,66,446.0,81.0,768,33,196,53,1,5,6,6,2,0,0,73,11,0
1672,Master,Married,80141.0,0,0,20,1184.0,81.0,673,52,40,40,1,7,4,10,6,0,1,38,11,1
1673,2n Cycle,Married,72635.0,0,0,54,390.0,22.0,323,104,35,107,1,6,8,6,3,0,0,69,11,1
1674,Graduation,Married,69016.0,0,1,61,726.0,53.0,363,123,107,161,4,8,9,13,5,0,0,54,12,0
1675,2n Cycle,Together,20193.0,0,0,18,8.0,8.0,22,24,11,9,1,1,1,4,4,0,0,33,12,0
1676,Graduation,Married,27573.0,1,0,45,50.0,15.0,110,39,15,15,4,5,1,4,8,0,0,49,11,0
1677,Basic,Single,15862.0,1,0,26,1.0,1.0,4,11,9,10,1,1,0,3,8,0,0,45,11,0
1678,PhD,Married,49544.0,1,0,0,308.0,0.0,73,0,0,23,2,5,1,8,7,0,0,48,11,0
1679,Graduation,Married,33228.0,1,0,28,22.0,2.0,31,7,4,5,1,2,0,3,7,0,0,44,10,0
1680,Graduation,Together,70440.0,0,0,49,690.0,81.0,499,76,102,88,1,5,10,7,3,0,0,46,11,1
1681,Graduation,Together,38232.0,1,1,84,43.0,5.0,28,7,6,33,4,3,1,3,5,0,0,53,10,0
1682,PhD,Married,22554.0,1,1,38,27.0,0.0,10,0,0,4,4,2,0,4,5,0,0,69,12,0
1683,PhD,Married,23536.0,1,0,53,6.0,0.0,3,0,0,1,1,0,0,3,3,0,0,41,10,0
1684,Graduation,Married,49413.0,0,1,88,205.0,7.0,41,3,2,46,2,4,2,5,5,0,0,72,11,0
1685,Graduation,Married,42231.0,1,1,99,24.0,0.0,8,0,1,4,1,1,0,3,5,0,0,55,10,0
